"","SENTMON","SENTYR","SENSPLT0","GLMIN","TOTCHPTS","IS924C","WEAPSOC","STATMIN","CAROFFAP","ACCAP","SAFE","NEWCNVTN","PRESENT","MITROLHI","AGGROLHI","NEWRACE","MONSEX","AGE","EDUCATN","NEWCIT","BOOKERCD","reason","GDLINEHI","opafy","SENTRNGE"
"1","10","2016","37","37","9","0","0","0","0","0","NA","0","1","0","0","2","0","35","21","0","0","","2K2.1",2017,NA
"2","10","2016","100","110","14","0","0","0","0","0","NA","0","1","0","0","2","0","26","21","0","10","696","2K2.1",2017,NA
"3","10","2016","120","151","28","0","0","0","1","0","0","0","1","0","0","3","0","33","11","0","7","1206","2D1.1",2017,NA
"4","10","2016","12.03","10","4","0","0","0","0","0","NA","0","1","0","0","3","0","32","37","1","0","","2L1.2",2017,NA
"5","12","2016","24","21","0","0","0","0","0","0","0","0","1","0","0","1","1","42","9","0","0","","2X4.1",2017,NA
"6","12","2016","470","9996","1","0","0","9996","0","0","NA","1","1","0","0","3","0","21","9","1","0","","2A1.1",2017,NA
"7","12","2016","42","57","1","0","0","24","0","0","NA","0","1","0","0","6","0","57","24","1","10","1 2 3 4 7","2K2.1",2017,NA
"8","12","2016","20","24","5","0","0","0","0","0","0","0","3","-2","0","2","0","26","34","0","7","500 676 686","2D1.1",2017,NA
"9","12","2016","77","70","6","0","0","0","0","0","NA","0","2","0","2","1","0","46","21","0","0","19","2S1.1",2017,NA
"10","12","2016","41","46","10","0","0","0","0","0","NA","0","1","0","0","3","0","40","21","1","6","48","2L1.2",2017,NA
"11","12","2016","18","46","1","0","1","0","0","0","0","0","1","0","0","1","0","45","34","0","7","2 3 1206 18 1213 60 61 697","2D1.1",2017,NA
"12","12","2016","46","60","6","0","0","60","0","0","0","0","1","0","0","2","0","37","21","0","5","19","2D1.1",2017,NA
"13","12","2016","36","75","0","0","0","24","0","0","NA","0","1","0","0","2","0","26","34","1","7","500 2 3 4 60","2B1.1",2017,NA
"14","12","2016","24","36","0","0","0","24","0","0","NA","0","2","0","0","2","0","40","12","1","10","2 3","2B1.1",2017,NA
"15","10","2016","48","87","1","0","0","60","0","0","1","0","2","0","0","2","1","34","34","0","5","19 17 60 61","2D1.1",2017,NA
"16","12","2016","151","151","14","0","0","0","0","0","NA","0","1","0","0","2","0","27","32","0","0","","2K2.1",2017,NA
"17","12","2016","24","37","0","0","0","0","0","0","0","0","1","0","0","3","0","35","6","1","10","2 3 4 60 61","2D1.1",2017,NA
"18","12","2016","120","210","19","0","0","0","0","0","0","1","1","0","0","2","0","42","21","0","10","1206 15 1200 60 61 67 1200 703","2D1.1",2017,NA
"19","12","2016","11","2","6","0","0","0","0","0","NA","0","1","0","0","3","0","33","6","1","3","2 3 4 61","2L1.2",2017,NA
"20","12","2016","1.07","0","1","0","0","0","0","0","NA","0","1","0","0","3","0","26","NA","1","0","","2L1.2",2017,NA
"21","12","2016","7","1","3","0","0","0","0","0","NA","0","1","0","0","3","0","41","9","1","0","","2L1.2",2017,NA
"22","12","2016","0","1","4","0","0","0","0","0","NA","0","2","-4","0","1","1","33","12","0","10","14 15 650 686","2B5.1",2017,NA
"23","12","2016","0","NA","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","NA","1","32","NA","NA","10","747","NA",2017,NA
"24","12","2016","70","70","0","0","0","120","0","0","1","0","2","0","0","3","0","40","11","0","0","","2D1.1",2017,NA
"25","12","2016","157","151","32","0","0","0","1","0","0","0","1","0","0","1","0","46","21","0","0","","2D1.1",2017,NA
"26","10","2016","3","0","1","0","0","0","0","0","NA","0","1","0","0","3","0","26","32","1","0","","2L1.2",2017,NA
"27","12","2016","8","2","4","0","0","0","0","0","NA","0","1","0","0","3","0","25","9","1","0","","2L1.2",2017,NA
"28","12","2016","10","2","5","0","0","0","0","0","NA","0","1","0","0","3","0","36","10","1","3","2 61","2L1.2",2017,NA
"29","12","2016","24.03","30","4","0","0","24","0","0","NA","0","1","0","0","3","0","44","12","1","10","60 1200","2L2.2",2017,NA
"30","11","2016","240","121","0","0","0","60","0","0","NA","0","1","0","0","1","0","53","21","0","3","2 3 4 30 45 60 61 66","2G2.2",2017,NA
"31","12","2016","8","2","4","0","0","0","0","0","NA","0","1","0","0","3","0","28","9","1","0","","2L1.2",2017,NA
"32","12","2016","7","1","2","0","0","0","0","0","NA","0","1","0","0","3","0","29","4","1","0","","2L1.2",2017,NA
"33","12","2016","21","21","0","0","0","0","0","0","NA","0","NA","0","0","1","0","53","22","0","0","","2B1.1",2017,NA
"34","12","2016","48","210","0","0","0","0","0","0","0","0","1","0","0","3","1","26","12","0","7","2 3 1206 11 17 60 61 1200 741","2D1.1",2017,NA
"35","12","2016","61","61","1","0","0","24","0","0","NA","0","2","0","0","2","0","24","34","1","0","","2B1.1",2017,NA
"36","12","2016","48","15","12","0","0","0","0","0","NA","1","1","0","0","2","0","33","21","0","3","2 3 4 61","2A6.1",2017,NA
"37","10","2016","0","6","8","0","0","0","0","0","NA","0","2","0","0","2","1","32","21","0","11","1205","2B1.1",2017,NA
"38","12","2016","22","27","0","0","0","0","0","0","NA","0","2","0","0","6","0","45","16","0","10","2 3 4 1206 7 11 16 17 60 61 703 846","2B1.1",2017,NA
"39","12","2016","28","24","8","0","0","0","0","0","0","0","1","0","0","3","0","26","11","1","0","","2D1.1",2017,NA
"40","12","2016","11","8","2","0","0","0","0","0","0","0","1","0","0","2","1","25","34","0","0","","2D1.1",2017,NA
"41","12","2016","7","1","2","0","0","0","0","0","NA","0","1","0","0","3","0","40","21","1","0","","2L1.2",2017,NA
"42","12","2016","100","151","7","0","0","0","1","0","0","0","2","0","0","2","0","36","12","0","5","19","2D1.1",2017,NA
"43","12","2016","27","41","3","0","0","0","0","0","NA","0","1","0","0","3","0","30","12","1","11","1205","2L1.2",2017,NA
"44","12","2016","97","97","0","1","0","60","0","0","0","0","1","0","0","3","0","39","12","0","0","","2D1.1",2017,NA
"45","12","2016","7","1","3","0","0","0","0","0","NA","0","1","0","0","3","0","31","12","1","0","","2L1.2",2017,NA
"46","12","2016","94","94","7","0","0","24","0","0","NA","0","1","0","0","2","0","27","9","0","0","","2K2.1",2017,NA
"47","12","2016","7","1","3","0","0","0","0","0","NA","0","1","0","0","3","0","32","6","1","0","","2L1.2",2017,NA
"48","10","2016","18","27","3","0","0","0","0","0","NA","0","1","0","0","2","0","23","12","0","10","65","2K2.1",2017,NA
"49","12","2016","4.83","21","3","0","0","0","0","0","0","0","1","0","0","3","0","47","12","0","6","14 48","2D1.1",2017,NA
"50","12","2016","15","12","3","0","0","0","0","0","NA","0","2","0","0","1","0","46","9","0","0","","2K2.1",2017,NA
"51","12","2016","0","15","0","0","0","0","0","0","1","0","2","0","0","2","1","29","16","0","7","2 60 61 67 650 1205","2X4.1",2017,NA
"52","12","2016","12","1","2","0","0","0","0","0","NA","0","1","0","0","3","0","40","6","1","3","2 4 61","2L1.2",2017,NA
"53","12","2016","24","24","5","0","0","0","0","0","NA","0","1","0","0","3","0","39","34","1","0","","2L1.2",2017,NA
"54","12","2016","60","120","1","0","0","120","0","0","0","0","1","0","4","6","0","45","34","0","5","19","2D1.1",2017,NA
"55","12","2016","8","12","1","0","0","0","0","0","NA","0","3","0","0","6","1","48","12","0","10","2 3 4","2B1.1",2017,NA
"56","12","2016","210","210","5","0","0","0","0","0","NA","0","1","0","0","1","0","52","21","0","0","","2G2.1",2017,NA
"57","12","2016","30","30","0","0","0","0","0","0","1","0","1","0","0","1","1","42","24","0","0","","2D1.1",2017,NA
"58","12","2016","21","27","0","0","0","0","0","0","NA","0","2","0","0","1","0","56","34","0","10","2 3 1206 17 1209 60 61 673","2B5.3",2017,NA
"59","10","2016","60","60","0","0","1","60","0","0","0","0","1","0","0","3","0","27","6","1","0","","2D1.1",2017,NA
"60","12","2016","470","9996","2","0","0","9996","0","0","NA","1","1","0","0","3","0","20","9","1","0","","2A1.1",2017,NA
"61","12","2016","36","97","0","0","0","0","0","0","NA","1","2","0","2","1","1","51","16","0","10","2 3 1206 60 61 1200","2S1.1",2017,NA
"62","12","2016","27","87","0","0","0","0","0","0","1","0","1","0","0","3","1","59","8","1","6","48 3 650 703","2D1.1",2017,NA
"63","12","2016","24","41","13","0","0","0","0","0","NA","0","3","0","0","1","0","47","21","0","7","15 17 650","2K2.1",2017,NA
"64","12","2016","15","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","42","23","1","3","1 2 3 4","2L1.2",2017,NA
"65","10","2016","0","0","0","0","0","0","0","0","NA","0","2","0","0","2","1","47","6","0","0","","2B1.1",2017,NA
"66","12","2016","12.03","18","1","0","0","0","0","0","NA","0","2","0","0","2","1","54","34","0","5","11 12 14 16 19","2C1.1",2017,NA
"67","12","2016","144","214","11","1","0","84","0","0","NA","0","1","0","0","3","0","22","12","0","10","2 3 4 1206 7 11 60 61 62 65 650 692 777 777 826 836","2B3.1",2017,NA
"68","12","2016","6","6","7","0","0","0","0","0","NA","0","1","0","0","3","0","24","37","1","0","","2L1.2",2017,NA
"69","12","2016","108","262","6","0","1","60","0","0","0","0","1","0","0","1","1","30","34","0","5","19","2D1.1",2017,NA
"70","10","2016","240","360","0","0","0","180","0","0","NA","0","2","0","0","1","0","66","16","0","10","11 61 831","2G2.1",2017,NA
"71","12","2016","33","33","3","0","0","0","0","0","NA","0","1","0","0","6","0","42","12","0","0","","2A6.2",2017,NA
"72","12","2016","8","8","3","0","0","0","0","0","NA","0","1","0","0","3","0","39","9","1","0","","2L1.2",2017,NA
"73","12","2016","8","8","1","0","0","0","0","0","NA","0","1","0","0","6","1","40","12","0","0","","2A2.4",2017,NA
"74","12","2016","18","46","0","0","0","0","0","0","NA","0","2","0","0","1","0","67","16","0","10","11 14 61","2B1.1",2017,NA
"75","12","2016","36","30","0","0","0","0","0","0","NA","0","1","0","2","6","0","26","34","1","0","","2L2.1",2017,NA
"76","12","2016","18","18","6","0","0","0","0","0","NA","0","1","0","0","6","0","57","21","0","0","","2A3.5",2017,NA
"77","12","2016","21","33","0","0","0","0","0","0","NA","0","1","0","0","3","0","20","9","0","6","48","2L1.1",2017,NA
"78","12","2016","26","51","0","0","0","0","0","0","NA","0","1","0","3","3","0","44","8","1","5","19 2 3","2B1.1",2017,NA
"79","12","2016","60","92","14","0","0","0","0","0","NA","0","1","0","0","2","0","29","11","0","10","1211 61 826","2K2.1",2017,NA
"80","12","2016","12","15","7","0","0","0","0","0","NA","0","1","0","0","3","0","33","32","1","6","48","2L1.2",2017,NA
"81","10","2016","18","24","13","0","0","0","0","0","NA","0","1","0","0","3","0","27","8","1","6","48","2L1.2",2017,NA
"82","12","2016","30","37","0","0","0","60","0","0","1","0","2","0","0","2","0","39","34","0","10","747","2D1.1",2017,NA
"83","12","2016","180","168","0","0","0","0","0","0","NA","0","1","0","0","6","0","22","9","0","0","","2A1.2",2017,NA
"84","12","2016","48","48","3","0","0","0","0","0","0","0","1","0","0","3","0","50","2","1","0","","2D1.1",2017,NA
"85","12","2016","120","235","7","0","0","60","0","0","NA","0","1","0","0","1","0","28","7","0","10","60 61 64 1205","2G2.1",2017,NA
"86","12","2016","84","135","0","0","0","0","0","0","0","0","1","0","3","3","0","42","22","0","9","747 1206","2D1.1",2017,NA
"87","12","2016","10","21","3","0","0","0","0","0","NA","0","2","0","0","3","0","56","6","1","6","48","2L1.2",2017,NA
"88","12","2016","60","60","7","0","0","60","0","0","0","0","1","0","0","6","0","29","21","0","0","","2D1.1",2017,NA
"89","12","2016","10","10","0","0","0","0","0","0","1","0","1","-4","0","3","0","24","3","1","0","","2D1.1",2017,NA
"90","12","2016","0","10","0","0","0","0","0","0","NA","0","2","0","0","3","0","52","34","0","10","2 3 4 64 762","2K2.1",2017,NA
"91","12","2016","6","27","15","0","0","0","0","0","NA","0","1","0","0","2","0","44","34","0","7","3 4 1206 60 61 740","2P1.2",2017,NA
"92","10","2016","0","0","0","0","0","0","0","0","NA","0","2","0","0","1","1","37","34","0","0","2 4 1211 15 16 17 1200 500 1200","2B1.1",2017,NA
"93","12","2016","72","78","4","0","0","60","0","0","0","0","1","0","0","1","0","37","34","0","10","2 3 4 1206 60 61 1200 650","2D1.1",2017,NA
"94","12","2016","24","24","8","0","0","0","0","0","0","0","1","0","0","3","0","38","3","1","0","","2D1.1",2017,NA
"95","12","2016","15","18","6","0","0","0","0","0","NA","0","1","0","0","3","0","44","6","1","10","16 60 61","2L1.2",2017,NA
"96","12","2016","1.26","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","39","9","1","0","","2L1.2",2017,NA
"97","12","2016","51","63","10","0","0","0","1","0","0","0","1","0","0","3","0","28","1","1","6","48","2L1.2",2017,NA
"98","12","2016","36","46","7","0","0","0","0","0","0","0","1","0","0","1","0","43","9","0","10","15 60 61 703 777","2D1.1",2017,NA
"99","12","2016","18","21","12","0","0","0","0","0","NA","0","1","0","0","3","0","33","0","1","6","48","2L1.2",2017,NA
"100","12","2016","0.92","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","22","8","1","0","","2L1.2",2017,NA
"101","12","2016","36","51","1","0","0","24","0","0","NA","0","2","0","0","3","1","48","34","0","10","2 3 1200","2B1.1",2017,NA
"102","12","2016","2.53","0","0","0","0","0","0","0","NA","0","1","-2","0","3","0","20","5","1","0","","2L1.1",2017,NA
"103","10","2016","127","135","5","0","1","120","0","0","0","0","1","0","0","1","0","60","12","0","10","2 3 1206","2D1.1",2017,NA
"104","12","2016","0","0","0","0","0","0","0","0","NA","0","2","0","0","3","1","39","34","0","0","","2L1.1",2017,NA
"105","12","2016","35","70","0","0","0","0","0","0","0","0","1","0","0","3","0","45","37","1","5","19","2D1.1",2017,NA
"106","12","2016","10","10","5","0","0","0","0","0","NA","0","1","0","0","3","0","47","4","1","0","48","2L1.2",2017,NA
"107","12","2016","15","24","5","0","0","0","0","0","NA","0","1","0","0","3","0","37","12","1","9","1200 1206 1200 61","2L1.2",2017,NA
"108","11","2016","34","37","4","0","0","0","0","0","0","0","1","0","0","3","0","43","9","0","10","2 3 4 11 1211 15 16 17 60 61 685 860","2D1.1",2017,NA
"109","12","2016","0","8","0","0","0","0","0","0","NA","0","2","0","0","1","1","47","34","0","10","1206 7 11 16 60 61 650","2X4.1",2017,NA
"110","12","2016","15","21","12","0","0","0","0","0","NA","0","1","0","0","3","0","29","6","1","6","48","2L1.2",2017,NA
"111","12","2016","0","37","0","0","0","0","0","0","NA","0","2","0","0","1","1","22","12","0","5","19 11 1211 14 16 17 61 1200 686","2S1.3",2017,NA
"112","12","2016","9","41","3","0","0","0","0","0","NA","0","1","0","0","3","0","44","34","1","6","48","2L1.2",2017,NA
"113","12","2016","12.03","21","7","0","0","0","0","0","NA","0","1","0","0","6","0","36","21","0","5","19","2A3.5",2017,NA
"114","10","2016","15","15","9","0","0","0","0","0","NA","0","1","0","0","3","0","27","10","1","0","","2L1.2",2017,NA
"115","10","2016","60","60","3","0","0","60","0","0","0","0","1","0","0","3","0","32","12","1","0","","2D1.1",2017,NA
"116","12","2016","4","24","0","0","0","0","0","0","NA","0","3","0","0","3","0","55","6","0","6","48 703 17 703","2L1.1",2017,NA
"117","12","2016","9.1","2","4","0","0","0","0","0","NA","0","1","0","0","3","0","19","12","1","0","1205","2L1.2",2017,NA
"118","12","2016","40","37","1","0","1","0","0","0","NA","0","1","0","0","6","0","20","12","0","0","","2A2.2",2017,NA
"119","12","2016","7.2","0","0","0","0","0","0","0","NA","0","1","0","0","1","0","29","9","1","0","48","2L1.2",2017,NA
"120","12","2016","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","1","0","25","NA","0","0","","NA",2017,NA
"121","12","2016","0.03","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","0","49","NA","NA","0","","NA",2017,NA
"122","12","2016","36","46","0","0","0","0","0","0","1","0","1","-2","0","3","0","26","34","0","10","2 17 60 61 1200 686 697","2D1.1",2017,NA
"123","12","2016","1.66","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","29","8","1","0","","2L1.2",2017,NA
"124","12","2016","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","2","0","23","NA","0","0","","NA",2017,NA
"125","12","2016","46","46","4","0","0","0","0","0","0","0","1","0","0","6","1","39","22","0","0","","2D1.1",2017,NA
"126","10","2016","40","37","9","0","0","0","0","0","NA","0","1","0","0","2","0","20","12","0","0","","2K2.1",2017,NA
"127","12","2016","120","120","18","0","0","0","0","0","NA","0","1","0","0","1","0","36","21","0","0","","2K2.1",2017,NA
"128","12","2016","10","0","0","0","0","0","0","0","NA","0","1","0","0","2","0","45","NA","1","3","2 60","2L2.2",2017,NA
"129","12","2016","30","51","14","0","0","0","0","0","NA","0","1","0","0","1","0","33","21","0","7","500","2K2.1",2017,NA
"130","12","2016","0.49","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","6","0","45","NA","1","0","","NA",2017,NA
"131","12","2016","0","46","0","0","0","0","0","0","1","0","3","-2","0","3","1","25","10","0","9","34 15 17 61 62 692 826","2D1.1",2017,NA
"132","12","2016","5","2","5","0","0","0","0","0","NA","0","1","0","0","3","0","34","9","1","0","","2L1.2",2017,NA
"133","12","2016","12","15","9","0","0","0","0","0","NA","0","1","0","0","3","0","40","0","1","6","48","2L1.2",2017,NA
"134","12","2016","6.99","15","3","0","0","0","0","0","NA","0","1","0","0","3","1","52","9","1","6","48","2L1.2",2017,NA
"135","12","2016","70","70","8","0","1","0","0","0","0","0","1","0","0","1","0","30","21","0","0","","2D1.1",2017,NA
"136","12","2016","12","18","0","0","0","0","0","0","NA","0","2","0","2","6","0","41","12","0","10","2 3 1206 17 18 1200 61 1200 673 831","2B5.3",2017,NA
"137","10","2016","144","135","6","0","1","120","0","0","0","0","1","0","0","2","0","40","11","0","0","","2D1.1",2017,NA
"138","12","2016","0","0","1","0","0","0","0","0","NA","0","2","0","0","3","0","21","NA","0","0","","2D2.1",2017,NA
"139","12","2016","60","60","2","0","0","0","0","0","0","0","1","0","0","3","0","30","11","0","0","","2D1.1",2017,NA
"140","12","2016","0","0","1","0","0","0","0","0","NA","0","2","0","0","1","1","41","16","0","0","","2B1.1",2017,NA
"141","12","2016","228","384","24","1","0","180","0","0","0","1","1","0","0","3","0","41","21","1","10","2 3 4 15 16 17 60 61 62 67","2D1.1",2017,NA
"142","12","2016","120","110","16","0","0","0","0","0","NA","0","1","0","0","2","0","26","8","0","0","","2K2.1",2017,NA
"143","12","2016","48","60","9","0","0","60","0","0","0","0","1","0","0","1","0","31","21","0","5","19","2D1.1",2017,NA
"144","12","2016","70","140","12","0","0","60","0","0","0","0","1","0","0","1","0","47","21","0","5","19","2D1.1",2017,NA
"145","12","2016","96","120","4","1","0","120","0","0","0","0","1","0","0","2","0","38","21","0","5","19","2D1.1",2017,NA
"146","12","2016","210","210","5","0","0","120","0","0","0","0","1","0","0","3","0","29","6","1","0","","2D1.1",2017,NA
"147","12","2016","30","24","0","0","0","0","0","0","NA","0","2","0","0","1","0","32","16","0","0","","2B1.1",2017,NA
"148","10","2016","168","168","0","0","0","0","0","0","NA","0","1","0","0","2","0","32","34","0","0","","2A2.1",2017,NA
"149","12","2016","18","15","5","0","0","0","0","0","0","0","1","0","0","1","0","25","7","0","0","","2D1.1",2017,NA
"150","12","2016","50","57","0","0","0","0","0","0","1","0","1","0","0","3","0","35","12","1","10","2 3 4 17 61 652 1200","2D1.1",2017,NA
"151","12","2016","9.79","6","5","0","0","0","0","0","NA","0","1","0","0","3","0","39","16","0","0","","2A2.4",2017,NA
"152","12","2016","30","30","5","0","0","24","0","0","NA","0","1","0","0","3","0","39","7","1","0","","2L2.2",2017,NA
"153","12","2016","14","10","4","0","0","0","0","0","NA","0","1","0","0","3","0","28","11","1","0","","2L1.2",2017,NA
"154","12","2016","4.24","6","0","0","0","0","0","0","NA","0","2","0","0","3","0","27","16","1","10","2 3 4 828","2B5.1",2017,NA
"155","12","2016","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","1","0","18","NA","0","0","","NA",2017,NA
"156","12","2016","51","51","19","0","0","0","0","0","NA","0","1","0","0","2","0","40","6","0","0","","2K2.1",2017,NA
"157","12","2016","151","151","10","0","1","0","1","0","0","0","1","0","0","1","0","29","12","0","0","","2D1.11",2017,NA
"158","12","2016","3","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","36","6","1","0","","2L1.2",2017,NA
"159","10","2016","300","9996","8","0","0","240","0","0","0","0","1","0","4","2","0","40","21","0","7","500 500","2A1.1",2017,NA
"160","12","2016","11","10","5","0","0","0","0","0","NA","0","1","0","0","3","0","26","34","0","0","","2L1.1",2017,NA
"161","12","2016","120","235","16","0","1","120","0","0","0","0","1","0","0","1","0","41","34","0","5","12 16 19 1200","2D1.1",2017,NA
"162","12","2016","81","77","22","0","0","0","0","0","NA","0","1","0","0","1","0","37","34","0","0","","2K2.1",2017,NA
"163","12","2016","18","27","0","0","0","0","0","0","NA","0","2","0","0","1","1","31","21","0","10","2 3 1206 1211 17 1209 60 61 1200 673","2B5.3",2017,NA
"164","12","2016","12","15","9","0","0","0","0","0","NA","0","1","0","0","3","0","45","4","1","5","19","2L1.2",2017,NA
"165","12","2016","57","57","4","0","0","0","0","0","0","0","1","0","0","1","0","36","12","0","0","","2D1.1",2017,NA
"166","12","2016","18","27","3","0","0","0","0","0","NA","0","1","0","0","3","0","38","8","1","10","2 3 4 60 652 696 703","2K2.1",2017,NA
"167","12","2016","3.79","1","3","0","0","0","0","0","NA","0","1","0","0","3","0","33","9","1","0","","2L1.2",2017,NA
"168","12","2016","30","51","5","0","0","0","0","0","0","0","1","0","0","3","0","28","31","1","6","48 868","2L1.2",2017,NA
"169","12","2016","25","21","3","0","1","0","0","0","0","0","1","0","0","6","0","66","22","0","0","","2D1.1",2017,NA
"170","10","2016","6","15","2","0","0","0","0","0","NA","0","3","0","0","1","0","59","12","0","10","11 44 61","2B1.1",2017,NA
"171","12","2016","8","8","9","0","0","0","0","0","NA","0","1","0","0","1","1","31","10","0","0","","2B1.1",2017,NA
"172","12","2016","48","48","0","0","0","0","0","0","1","0","1","0","0","3","0","39","7","1","0","","2D1.1",2017,NA
"173","12","2016","8","18","2","0","0","0","0","0","NA","0","1","0","0","1","0","47","12","0","6","48","2L1.1",2017,NA
"174","12","2016","12","15","8","0","0","0","0","0","NA","0","1","0","0","3","0","44","6","1","6","48","2L1.2",2017,NA
"175","12","2016","30","37","4","0","0","0","0","0","NA","0","1","0","0","1","0","42","32","0","7","2 3 4 1211 15 61 62 500 676 1209","2K2.1",2017,NA
"176","12","2016","120","120","9","0","0","120","0","0","0","0","1","0","0","1","0","35","21","0","0","","2D1.1",2017,NA
"177","12","2016","10","8","8","0","0","0","0","0","NA","0","1","0","0","2","0","46","21","0","0","","2P1.1",2017,NA
"178","12","2016","33","33","0","0","0","0","0","0","NA","0","2","0","0","3","1","24","9","0","0","","2B1.1",2017,NA
"179","12","2016","24","24","5","0","0","0","0","0","0","0","1","0","0","1","0","23","12","0","0","","2D1.1",2017,NA
"180","12","2016","6","12","2","0","0","0","0","0","NA","0","1","0","0","3","1","31","34","0","6","48 60 703 777","2L1.1",2017,NA
"181","10","2016","72","70","11","0","0","0","0","0","NA","0","1","0","0","1","1","59","21","0","0","","2B3.1",2017,NA
"182","12","2016","15","15","6","0","0","0","0","0","NA","0","2","0","0","1","0","37","34","0","0","","2K2.1",2017,NA
"183","12","2016","5","6","1","0","0","0","0","0","NA","0","1","0","0","3","0","33","34","1","10","2 3 61","2L1.2",2017,NA
"184","12","2016","6","4","6","0","0","0","0","0","NA","0","1","0","0","6","0","23","33","0","0","","2P1.1",2017,NA
"185","12","2016","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","1","0","27","NA","0","0","","NA",2017,NA
"186","12","2016","0.3","6","0","0","0","0","0","0","1","0","4","-4","0","3","0","23","12","0","10","2 16 17 44 60 61 1200","2D1.1",2017,NA
"187","12","2016","13","10","5","0","0","0","0","0","0","0","1","-2","0","1","1","21","9","0","0","","2D1.1",2017,NA
"188","12","2016","4.62","18","0","0","0","0","0","0","1","0","1","0","0","3","1","23","9","0","6","48 61 650","2D1.1",2017,NA
"189","12","2016","3","12","0","0","0","0","0","0","1","0","3","0","0","6","0","37","11","0","7","703 2 3 4 1206 16 17 60 61 650 1200 675 685 686 697 777","2S1.1",2017,NA
"190","12","2016","13","41","0","0","0","0","0","0","NA","0","2","0","4","3","1","33","22","0","5","19","2B1.1",2017,NA
"191","12","2016","40","41","8","0","0","0","0","0","NA","0","1","0","0","2","0","25","21","0","7","2 3 4 1206 17 18 61 64 673 741 777 831","2K2.1",2017,NA
"192","10","2016","132","121","3","0","1","120","0","0","0","0","1","0","0","2","0","38","11","0","0","","2D1.1",2017,NA
"193","12","2016","36","30","6","0","0","0","0","0","0","0","1","0","0","3","0","36","6","1","0","","2D1.1",2017,NA
"194","12","2016","6","6","0","0","0","0","0","0","NA","0","2","0","0","1","0","45","24","0","0","","2B1.1",2017,NA
"195","12","2016","48","84","10","0","0","0","0","0","0","0","1","-2","0","3","0","37","32","0","9","1200 1200 2 3 4 15 17 63 67 1200 313 650 668 1200 685 826","2D1.1",2017,NA
"196","12","2016","6","4","5","0","0","0","0","0","NA","0","1","0","0","3","1","35","9","0","0","","2P1.1",2017,NA
"197","12","2016","240","324","22","0","1","120","0","0","0","0","1","0","3","3","0","48","11","0","5","19","2D1.1",2017,NA
"198","12","2016","13.03","12","3","0","0","0","0","0","NA","0","1","0","0","3","0","36","0","1","0","","2L1.2",2017,NA
"199","12","2016","10","15","8","0","0","0","0","0","NA","0","1","0","0","3","0","39","6","1","6","48","2L1.2",2017,NA
"200","12","2016","108","108","6","0","1","60","0","0","0","0","1","0","0","3","0","33","10","0","0","","2D1.1",2017,NA
"201","12","2016","188","188","18","0","1","0","1","0","NA","0","1","0","0","2","0","55","9","0","0","","2B3.1",2017,NA
"202","12","2016","144","235","9","0","1","120","0","0","0","0","1","0","0","1","0","30","34","0","9","1200 1211 16 1209 1200 61 1200","2D1.1",2017,NA
"203","10","2016","8","8","2","0","0","0","0","0","NA","0","1","0","0","3","1","29","21","0","0","48","2L1.1",2017,NA
"204","12","2016","6.85","10","6","0","0","0","0","0","NA","0","1","0","0","3","0","52","6","1","6","48","2L1.2",2017,NA
"205","12","2016","12.03","33","3","0","0","0","0","0","NA","0","2","0","0","2","0","46","12","0","5","19 2 1211 15 60 61 64 650","2B1.1",2017,NA
"206","12","2016","240","240","5","0","1","0","1","0","0","0","1","0","3","1","0","41","34","0","0","500","2D1.1",2017,NA
"207","12","2016","27","24","7","0","0","0","0","0","NA","0","1","0","0","2","0","26","34","0","0","","2K2.1",2017,NA
"208","12","2016","3.89","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","47","NA","1","0","","2L1.2",2017,NA
"209","12","2016","97","97","0","0","0","0","0","0","0","0","1","0","0","2","0","30","12","0","0","","2D1.1",2017,NA
"210","12","2016","5.75","0","1","0","0","0","0","0","NA","0","1","0","0","3","0","41","6","1","0","48","2L1.2",2017,NA
"211","12","2016","3.66","6","1","0","0","0","0","0","NA","0","1","0","0","3","0","21","12","1","6","48","2L1.2",2017,NA
"212","12","2016","1.97","8","2","0","0","0","0","0","NA","0","1","0","0","3","0","31","8","1","6","48","2L1.2",2017,NA
"213","12","2016","60","27","0","0","0","0","0","0","NA","0","1","0","0","2","0","24","34","1","3","2 3 4 59 66 1200 777","2B5.3",2017,NA
"214","10","2016","0","36","0","0","0","0","0","0","1","0","2","-2","0","1","0","27","12","0","5","19","2D1.1",2017,NA
"215","12","2016","30","27","6","0","0","0","0","0","0","0","1","-3","0","3","0","43","1","1","0","","2D1.1",2017,NA
