"","SENTMON","SENTYR","SENSPLT0","GLMIN","TOTCHPTS","IS924C","WEAPSOC","STATMIN","CAROFFAP","ACCAP","SAFE","NEWCNVTN","PRESENT","MITROLHI","AGGROLHI","NEWRACE","MONSEX","AGE","EDUCATN","NEWCIT","SENTRNGE","reason","GDLINEHI","opafy"
"15017","3","2021","0","0","1","0","0","0","0","0","NA","0","2","0","0","2","0","24","12","0","0","","2B1.1",2021
"15018","3","2021","24","30","9","0","0","0","0","0","NA","0","1","0","0","3","0","31","9","1","8","1206 876","2L1.2",2021
"15019","3","2021","0","63","1","0","0","0","0","0","1","0","2","-2","0","1","1","30","22","0","8","16 1200 61 676 1200 686 826","2D1.1",2021
"15020","3","2021","200","188","0","0","0","120","0","0","0","0","1","0","3","3","0","50","11","0","0","","2D1.1",2021
"15021","3","2021","0","30","0","0","0","0","0","0","NA","0","3","0","0","1","1","52","24","0","2","19","2B1.1",2021
"15022","3","2021","70","70","9","0","0","0","0","0","NA","0","1","0","0","2","0","29","21","0","0","","2K2.1",2021
"15023","3","2021","72","97","0","0","0","60","0","0","NA","0","1","0","0","1","0","53","23","0","8","60 61","2G2.2",2021
"15024","3","2021","7.49","18","5","0","0","0","0","0","NA","0","1","0","0","3","0","33","11","1","3","48","2L1.2",2021
"15025","10","2020","42","37","0","0","0","0","0","0","1","0","1","-2","0","3","0","22","32","1","0","","2D1.1",2021
"15026","3","2021","33","33","0","0","0","0","0","0","NA","0","1","0","0","6","0","25","11","0","0","","2A3.2",2021
"15027","3","2021","30","24","9","0","0","0","0","0","0","0","1","0","0","3","0","41","8","1","0","","2D1.1",2021
"15028","3","2021","0.1","46","4","0","0","0","0","0","NA","0","2","0","0","1","0","29","34","0","8","1211 14 17 61 65 676","2K2.1",2021
"15029","3","2021","27","27","11","0","0","0","0","0","NA","0","1","0","0","1","0","35","21","0","0","","2K2.1",2021
"15030","3","2021","12.03","78","0","0","0","0","0","0","NA","0","2","0","0","1","0","53","32","0","8","14","2G2.2",2021
"15031","3","2021","0.03","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","3","0","34","NA","1","0","","NA",2021
"15032","3","2021","120","120","1","0","0","120","0","0","0","0","1","0","0","1","0","24","11","0","0","","2D1.1",2021
"15033","3","2021","12.03","30","10","0","0","0","0","0","NA","0","3","0","0","1","0","32","12","0","8","1","2K2.1",2021
"15034","3","2021","0","18","0","0","0","0","0","0","NA","0","3","0","0","1","1","45","34","0","8","1211 14 44 61 668","2B1.1",2021
"15035","3","2021","28","121","8","0","0","120","0","0","0","0","4","0","0","1","0","33","34","0","2","19 11 1211 15 17 18 676 217 668 673 686 831","2D1.1",2021
"15036","10","2020","0.03","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","32","31","1","0","","2L1.2",2021
"15037","3","2021","120","147","5","1","0","120","0","0","0","0","1","0","0","2","0","33","23","0","8","2 60 61","2D1.1",2021
"15038","3","2021","12.03","30","15","0","0","0","0","0","NA","0","1","0","0","1","0","40","21","0","7","4 15 16 17 60 61 668 730","2K2.1",2021
"15039","3","2021","18","24","1","0","0","0","0","0","NA","0","2","0","0","1","0","29","12","0","8","2 3 17 61 686","2S1.1",2021
"15040","2","2021","84","84","0","1","0","72","0","0","0","0","1","0","0","3","0","42","21","0","0","","2D1.2",2021
"15041","2","2021","97","84","9","0","0","0","0","0","NA","0","1","0","0","3","0","43","9","1","0","","2L1.2",2021
"15042","2","2021","12.13","63","0","0","0","120","0","0","1","0","2","-2","0","3","0","44","37","0","3","48 12 15 44 676 1200 668 686 847 876","2D1.1",2021
"15043","2","2021","82","78","4","0","1","0","0","0","NA","0","1","0","0","3","0","52","34","0","0","","2L1.1",2021
"15044","2","2021","21","21","0","0","0","60","0","0","1","0","1","-3","0","3","0","29","5","1","0","","2D1.1",2021
"15045","2","2021","60","60","5","0","0","60","0","0","0","0","3","0","0","1","0","37","21","0","0","","2D1.1",2021
"15046","3","2021","0.03","57","0","0","0","60","0","0","2","0","1","-2","0","3","1","22","12","0","2","19 2 11 17 61 65 676 115","2D1.1",2021
"15047","10","2020","13","15","8","0","0","0","0","0","NA","0","1","0","0","3","0","28","5","1","3","48","2L1.2",2021
"15048","2","2021","60","NA","0","1","NA","60","NA","NA","NA","0","1","NA","NA","3","0","27","11","0","0","","NA",2021
"15049","3","2021","0","6","0","0","0","0","0","0","NA","0","2","0","0","6","1","50","12","0","2","19","2B1.1",2021
"15050","3","2021","0","4","0","0","0","0","0","0","NA","0","2","0","0","6","0","65","24","0","8","1205 761","2B4.1",2021
"15051","3","2021","102","135","0","0","0","120","0","0","1","0","1","0","0","3","0","44","6","1","7","2 3 1209 673","2D1.1",2021
"15052","3","2021","6","10","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","3","0","45","NA","0","3","48","NA",2021
"15053","3","2021","61","108","0","0","1","0","0","0","0","0","2","0","0","2","1","64","16","0","7","60 500","2D1.1",2021
"15054","2","2021","24","41","0","0","0","120","0","0","1","0","1","-3","0","3","0","21","34","1","2","19","2D1.1",2021
"15055","3","2021","120","111","9","1","0","60","0","0","NA","0","1","0","0","3","0","38","4","0","0","","2B3.1",2021
"15056","3","2021","46","108","0","0","1","0","0","0","0","0","4","0","0","2","0","29","16","0","7","16 17 18 1213 60 61 699","2D1.1",2021
"15057","3","2021","18","70","5","0","0","60","0","0","2","0","1","-2","0","1","0","24","12","0","3","48 11 15 669 826 835 876","2D1.1",2021
"15058","10","2020","27","37","12","0","0","0","0","0","NA","0","1","0","0","3","0","25","12","0","7","500","2K2.1",2021
"15059","2","2021","24","24","1","0","0","60","0","0","1","0","1","-2","0","3","0","19","10","1","0","","2D1.1",2021
"15060","3","2021","63","151","0","0","1","0","0","0","0","0","2","0","3","2","0","52","34","0","7","60 500 686","2D1.1",2021
"15061","3","2021","0.03","87","4","0","1","0","0","0","0","0","1","0","0","1","0","43","11","0","2","19 15 61 676 826","2D1.1",2021
"15062","3","2021","65","108","6","0","1","0","0","0","0","0","1","0","0","2","0","29","34","0","2","19 47","2D1.1",2021
"15063","3","2021","37","70","0","0","0","120","0","0","1","0","2","-2","0","3","1","21","21","0","3","48 876","2D1.1",2021
"15064","3","2021","0.03","24","1","0","0","0","0","0","NA","0","1","0","0","1","1","46","21","0","0","","2K2.1",2021
"15065","3","2021","4.49","8","3","0","0","0","0","0","NA","0","1","0","0","3","0","24","10","1","3","48","2L1.2",2021
"15066","3","2021","36","70","0","0","0","120","0","0","1","0","2","-2","0","3","1","26","12","0","3","48","2D1.1",2021
"15067","3","2021","13.03","70","0","0","0","60","0","0","1","0","4","-2","0","3","0","19","34","0","3","48 11 16 17 18 1200 61 676 1200 650 741","2D1.1",2021
"15068","3","2021","0.03","78","6","0","0","60","0","0","2","0","2","-2","0","3","1","46","9","0","3","48 1206 1211 15 55 676 217 650 668 686 875 876","2D1.1",2021
"15069","10","2020","75","108","3","0","0","0","0","0","NA","0","1","0","0","1","0","55","34","0","8","2 3 4 7 11 1211 15 16 61 63 64 65 676 500 673 826 831 838 873","2G2.2",2021
"15070","3","2021","4.82","10","6","0","0","0","0","0","NA","0","1","0","0","3","0","41","9","1","3","48","2L1.2",2021
"15071","3","2021","46","87","0","0","0","120","0","0","2","1","2","0","0","1","0","49","16","0","4","1211 14 703 741 1206 15 17 44 61 676 668 686 741 742 831","2D1.1",2021
"15072","3","2021","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","0","33","NA","NA","0","","NA",2021
"15073","3","2021","60","60","14","0","0","0","0","0","NA","0","1","0","0","2","0","45","8","0","0","","2K2.1",2021
"15074","3","2021","27","70","0","0","0","120","0","0","1","0","2","-2","0","1","0","31","12","0","3","48 15 676 742 826 876","2D1.1",2021
"15075","3","2021","188","235","4","0","0","120","0","0","NA","0","1","0","0","2","1","26","10","0","8","1211 15 1209 61 826","2G1.3",2021
"15076","3","2021","144","162","6","1","1","84","0","0","NA","0","1","0","0","2","0","26","12","0","8","15 17 61 831","2B3.1",2021
"15077","3","2021","41","33","13","0","0","0","0","0","NA","0","1","0","0","3","0","40","6","1","0","","2L1.2",2021
"15078","3","2021","0.03","1","2","0","0","0","0","0","NA","0","3","0","0","3","1","30","12","0","8","1206 17 61 676 747","2D2.1",2021
"15079","3","2021","30","70","0","0","0","120","0","0","1","0","1","-2","0","3","1","40","16","1","3","48 12 16 676 761 876","2D1.1",2021
"15080","10","2020","5","8","3","0","0","0","0","0","NA","0","1","0","0","3","0","36","12","1","8","14 16 17 18 1200 60 61 652","2L1.2",2021
"15081","3","2021","60","60","0","0","0","60","0","0","0","0","2","0","0","2","0","25","21","0","0","","2D1.1",2021
"15082","3","2021","120","188","17","0","0","120","0","0","0","0","1","0","0","1","1","38","9","0","2","19 2 3 4 1206 15","2D1.1",2021
"15083","3","2021","36","33","3","0","0","0","0","0","NA","0","2","0","0","1","0","60","24","0","0","","2B3.1",2021
"15084","3","2021","70","70","1","1","0","60","0","0","0","0","1","0","0","3","0","43","34","0","0","","2D1.1",2021
"15085","3","2021","6","33","3","0","0","0","0","0","0","0","3","0","0","1","1","33","16","0","2","19 16 17 1213 61 676 703","2D1.1",2021
"15086","3","2021","37","46","0","0","0","120","0","0","1","0","1","-2","0","3","0","30","34","1","4","703","2D1.1",2021
"15087","3","2021","70","84","10","0","0","0","0","0","NA","0","1","0","0","2","0","25","11","0","7","2 3 4 1206 62 730 742","2K2.1",2021
"15088","3","2021","0","8","0","0","0","0","0","0","NA","0","2","0","0","2","1","29","34","0","2","19","2B1.1",2021
"15089","3","2021","240","360","12","0","0","120","0","0","NA","0","1","0","0","2","0","25","34","0","7","2 3 4 1206 11 15 1200 60 61 1200 650 826 831","2A1.1",2021
"15090","3","2021","0","6","0","0","0","0","0","0","NA","0","3","0","0","1","1","46","12","0","8","1206 14 17 60 61","2B1.1",2021
"15091","10","2020","6","8","3","0","0","0","0","0","NA","0","1","0","0","3","0","51","6","1","3","48","2L1.2",2021
"15092","3","2021","0.03","0","3","0","0","0","0","0","NA","0","1","0","0","1","0","37","21","0","0","","2D2.1",2021
"15093","3","2021","4","6","0","0","0","0","0","0","NA","0","1","0","0","3","1","26","NA","1","5","44","2L2.2",2021
"15094","3","2021","24","24","9","0","0","0","0","0","NA","0","2","0","0","2","0","37","12","0","0","","2K2.1",2021
"15095","3","2021","108","135","0","0","0","120","0","0","1","0","1","0","0","3","0","36","6","1","8","1206 61 777 831","2D1.1",2021
"15096","2","2021","72","72","3","1","0","72","0","0","0","0","1","0","0","3","0","35","12","0","0","","2D1.2",2021
"15097","3","2021","60","87","4","0","1","0","0","0","NA","0","1","0","0","2","0","43","10","0","8","2 3 1211 1200 60 1200","2B3.1",2021
"15098","3","2021","45","57","8","0","0","0","0","0","NA","0","1","0","0","3","0","42","5","1","8","17 61 668 826","2L1.2",2021
"15099","3","2021","60","108","0","0","0","60","0","0","NA","0","2","0","0","1","0","35","12","0","7","2 3 17 61 1200 668 685 831","2G2.2",2021
"15100","3","2021","85","92","14","0","0","0","0","0","NA","0","1","0","0","2","0","28","11","0","7","750","2K2.1",2021
"15101","3","2021","60.03","68","3","1","0","60","0","0","0","0","1","0","0","2","0","48","10","0","8","2 11 1211 15 16 17 61 831","2D1.1",2021
"15102","10","2020","168","360","11","0","1","0","0","0","0","0","1","0","4","2","0","40","21","0","7","500","2D1.1",2021
"15103","3","2021","57","46","10","0","0","0","0","0","NA","0","1","0","0","3","0","50","12","1","0","","2L1.2",2021
"15104","3","2021","63","70","1","0","0","60","0","0","0","0","1","0","0","3","0","23","11","0","8","2 3 4 1206 60 61 62 826","2D1.1",2021
"15105","3","2021","46","46","9","0","0","0","0","0","NA","0","1","0","0","3","0","28","8","0","0","","2K2.1",2021
"15106","3","2021","0.62","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","27","NA","1","0","","2L1.2",2021
"15107","3","2021","46","46","10","0","0","0","0","0","NA","0","1","0","0","1","0","50","21","0","0","","2K2.1",2021
"15108","3","2021","84","NA","2","1","NA","84","NA","NA","NA","0","1","NA","NA","2","0","19","12","0","0","","NA",2021
"15109","3","2021","0","6","0","0","0","0","0","0","NA","0","2","0","0","1","1","61","12","0","8","2 3 61 1200","2B1.1",2021
"15110","3","2021","63","81","3","1","0","60","0","0","0","0","1","0","0","3","0","46","10","0","2","19","2D1.1",2021
"15111","3","2021","42","61","21","0","0","24","0","0","NA","0","1","0","0","2","1","40","34","0","2","19 2 3 4 1206 7 60 61 876","2B1.1",2021
"15112","3","2021","4.79","6","0","0","0","0","0","0","NA","0","1","0","0","3","1","21","NA","1","8","2 17 61","2L2.2",2021
"15113","10","2020","4","18","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","3","0","32","NA","1","3","48 3 60 61 876","NA",2021
"15114","10","2020","37","121","8","0","0","0","0","0","NA","0","1","0","0","2","0","40","32","0","2","19","2K2.1",2021
"15115","3","2021","3.82","0","0","0","0","0","0","0","NA","0","1","0","0","3","1","32","NA","1","0","","2L2.2",2021
"15116","3","2021","37","37","8","0","0","0","0","0","NA","0","2","0","0","2","0","40","11","0","0","","2K2.1",2021
"15117","3","2021","0","1","2","0","0","0","0","0","NA","0","1","0","0","3","0","42","NA","1","8","1205","2L1.2",2021
"15118","3","2021","87","87","0","0","0","120","0","0","1","0","2","0","0","3","1","41","34","0","0","","2D1.1",2021
"15119","3","2021","8","12","NA","0","NA","NA","NA","NA","NA","0","1","NA","NA","3","0","30","NA","1","8","1 2 3","NA",2021
"15120","3","2021","51","51","3","0","1","0","0","0","NA","0","1","0","0","2","0","22","12","0","0","","2B3.1",2021
"15121","3","2021","15","15","12","0","0","0","0","0","NA","0","1","0","0","2","0","33","21","0","0","","2K2.6",2021
"15122","3","2021","100","100","11","0","0","0","0","0","NA","0","1","0","0","2","0","24","10","0","0","","2K2.1",2021
"15123","3","2021","145","135","5","0","0","120","0","0","0","0","1","0","2","3","0","35","21","0","0","","2D1.1",2021
"15124","3","2021","8","10","6","0","0","0","0","0","NA","0","1","0","0","3","0","42","6","1","4","500","2L1.2",2021
"15125","10","2020","0.03","8","3","0","0","0","0","0","NA","0","1","0","0","3","0","33","9","1","8","876","2L1.2",2021
"15126","3","2021","230","210","0","0","0","120","0","0","1","0","1","0","0","3","0","25","6","1","0","","2D1.1",2021
"15127","3","2021","48","46","8","0","0","0","0","0","0","0","1","0","0","2","0","46","21","0","0","","2D1.1",2021
"15128","3","2021","18","21","9","0","0","0","0","0","NA","0","1","0","0","2","0","25","12","0","8","2 3 4 1206 7 15 16 17 61 668 741 831","2B1.1",2021
"15129","3","2021","120","120","7","0","0","120","0","0","0","0","1","0","0","2","0","33","10","0","0","","2D1.1",2021
"15130","3","2021","60","70","5","0","1","60","0","0","0","0","1","0","0","3","0","46","21","0","7","11 15 61 831","2D1.1",2021
"15131","3","2021","0","30","1","0","0","0","0","0","1","0","3","0","0","3","1","29","11","0","2","19 3 61 676 673 686 826","2D1.1",2021
"15132","3","2021","70","70","12","0","0","0","0","0","NA","0","1","0","0","2","0","41","9","0","0","","2K2.1",2021
"15133","3","2021","46","46","0","0","0","120","0","0","1","0","2","-2","0","3","0","36","34","0","0","","2D1.1",2021
"15134","3","2021","292","9996","1","0","0","120","0","0","0","0","1","0","4","3","0","31","34","0","2","19","2D1.1",2021
"15135","3","2021","120","135","3","1","0","84","0","0","NA","0","1","0","0","2","0","22","11","0","8","1206 1200 61 1200","2A2.2",2021
"15136","10","2020","42","63","3","0","0","60","0","0","0","0","1","0","0","2","0","53","11","0","2","19","2D1.1",2021
"15137","3","2021","60","70","0","0","0","60","0","0","0","0","2","0","4","1","1","35","16","0","7","500 686","2D1.1",2021
"15138","3","2021","66","135","0","0","1","120","0","0","0","0","2","0","0","6","0","24","34","0","2","19 2 3 4 11 60 61 1200","2S1.1",2021
"15139","3","2021","0.07","12","0","0","0","0","0","0","NA","0","2","0","0","3","1","37","32","0","7","2 3 4 1206 60 61 62 63 64 673","2K2.1",2021
"15140","3","2021","24","24","7","0","0","0","0","0","NA","0","1","0","0","3","0","33","8","1","0","","2L1.2",2021
"15141","3","2021","17","15","6","0","0","0","0","0","NA","0","1","0","0","3","1","35","11","0","0","","2L1.1",2021
"15142","3","2021","180","180","30","0","0","180","0","1","NA","0","1","0","0","1","0","26","9","0","0","","2K2.1",2021
"15143","3","2021","87","135","0","0","0","120","0","0","1","0","1","0","0","3","0","33","6","1","2","19 1206 61 777 831","2D1.1",2021
"15144","3","2021","0","0","5","0","0","0","0","0","NA","0","2","0","0","1","0","33","32","1","0","","2P1.2",2021
"15145","3","2021","8","8","2","0","0","0","0","0","NA","0","1","0","0","3","0","53","9","1","0","","2L1.2",2021
"15146","3","2021","0.03","120","10","0","1","0","0","0","0","0","3","0","0","1","0","40","21","0","8","61 676","2D1.1",2021
"15147","10","2020","12.03","18","6","0","0","0","0","0","NA","0","1","0","0","3","0","35","2","1","3","48","2L1.2",2021
"15148","3","2021","36","18","5","0","0","0","0","0","NA","0","1","0","0","2","0","37","32","0","6","2 3 60 61","2K2.1",2021
"15149","3","2021","27","33","0","0","0","0","0","0","NA","0","1","0","4","1","0","39","22","1","8","14 703","2G1.1",2021
"15150","3","2021","33","33","0","0","0","0","0","0","NA","0","2","0","0","1","0","41","12","0","0","","2B1.1",2021
"15151","3","2021","12","12","0","0","0","0","0","0","0","0","1","0","0","3","0","23","32","1","0","","2D1.1",2021
"15152","3","2021","46","46","5","0","0","0","0","0","NA","0","1","0","0","2","0","32","12","0","0","","2K2.1",2021
"15153","3","2021","35","30","21","0","0","0","0","0","NA","0","1","0","0","1","0","33","34","0","0","","2K2.1",2021
"15154","3","2021","70","70","8","0","0","0","0","0","NA","0","1","0","0","3","0","37","11","1","0","","2L1.2",2021
"15155","3","2021","3.84","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","43","9","1","0","","2L1.2",2021
"15156","3","2021","121","120","9","0","0","120","0","0","0","0","1","0","0","3","0","31","8","0","0","","2D1.1",2021
"15157","3","2021","87","87","2","0","1","0","0","0","NA","0","1","0","0","2","0","25","34","0","0","","2B3.1",2021
"15158","10","2020","15","15","3","0","0","0","0","0","NA","0","1","0","0","3","0","21","10","1","0","","2L1.2",2021
"15159","3","2021","0","0","0","0","0","0","0","0","NA","0","2","0","0","2","0","37","3","1","0","","2L2.2",2021
"15160","3","2021","41","33","14","0","0","0","0","0","NA","0","1","0","0","2","0","32","10","0","0","","2K2.1",2021
"15161","3","2021","14","10","4","0","0","0","0","0","NA","0","1","0","0","3","0","25","32","0","0","48","2L1.1",2021
"15162","3","2021","35","30","1","0","0","0","0","0","NA","0","1","0","0","3","0","36","12","0","0","","2S1.1",2021
"15163","3","2021","21","21","1","0","0","0","0","0","NA","0","3","0","0","1","0","37","12","0","0","","2B1.1",2021
"15164","3","2021","12.03","18","6","0","0","0","0","0","NA","0","1","0","0","3","0","44","NA","1","3","48","2L1.2",2021
"15165","3","2021","6","6","0","0","0","0","0","0","NA","0","2","0","0","1","0","24","12","0","0","","2K2.1",2021
"15166","3","2021","30","30","12","0","0","0","0","0","NA","0","1","0","0","3","0","55","6","1","0","","2L1.2",2021
"15167","3","2021","120","211","26","1","1","120","0","0","0","0","1","0","0","1","0","60","12","0","7","11 1211 14 15 61 826","2D1.1",2021
"15168","3","2021","5.95","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","43","6","1","0","","2L1.2",2021
"15169","10","2020","65","70","0","0","0","120","0","0","1","0","1","0","0","3","0","59","10","1","8","15 1200 65 676 650 1200 777 831","2D1.1",2021
"15170","3","2021","0.03","12","0","0","0","0","0","0","NA","0","2","0","0","3","0","42","16","0","8","16 17 44 650 673","2B1.1",2021
"15171","3","2021","12.03","15","3","0","0","0","0","0","NA","0","1","0","0","3","0","40","9","1","8","60 61","2L1.2",2021
"15172","3","2021","144","130","18","0","0","0","0","0","NA","0","1","0","0","2","0","36","21","0","0","","2K2.1",2021
"15173","3","2021","8","18","0","0","0","0","0","0","NA","0","1","0","0","3","0","31","11","0","2","19 16 17 61 831","2K2.1",2021
"15174","3","2021","110","108","6","0","0","0","0","0","NA","0","1","0","0","2","0","33","8","0","0","","2K2.1",2021
"15175","3","2021","30","24","6","0","0","0","0","0","NA","0","1","0","0","3","0","27","9","1","0","","2L1.2",2021
"15176","3","2021","18","30","0","0","0","60","0","0","1","0","1","0","0","3","0","21","7","1","8","11 1200 60 61 1200","2D1.1",2021
"15177","3","2021","12.03","21","3","0","0","0","0","0","0","0","3","0","0","2","0","47","12","0","8","14 16 18 61","2D1.1",2021
"15178","3","2021","30","27","3","0","0","0","0","0","NA","0","2","0","0","2","0","30","21","0","0","","2K2.1",2021
"15179","3","2021","12.03","46","0","0","0","120","0","0","1","0","2","-4","0","3","1","24","16","0","7","11 16 17 44 826","2D1.1",2021
"15180","10","2020","15","21","10","0","0","0","0","0","NA","0","1","0","0","3","0","38","21","0","3","48 2 3 4 1206 1211 16 61 826","2L1.1",2021
"15181","3","2021","24","46","0","0","0","0","0","0","NA","0","2","0","0","1","0","46","16","0","2","19","2S1.1",2021
"15182","3","2021","4","8","2","0","0","0","0","0","NA","0","3","0","0","2","0","26","11","0","8","1211 15 61 668 831","2B1.1",2021
"15183","3","2021","28","46","12","0","0","0","0","0","NA","0","1","0","0","2","0","41","21","0","4","1211","2K2.1",2021
"15184","3","2021","120","120","9","0","0","120","0","0","NA","0","1","0","0","1","0","23","12","0","0","","2G1.3",2021
"15185","3","2021","0","0","0","0","0","0","0","0","NA","0","NA","0","0","NA","NA","64","NA","NA","0","","2X5.2",2021
"15186","3","2021","77","168","10","0","1","120","0","0","0","0","1","0","0","1","1","35","21","0","2","19 1206 1200 60 61 1200 650 703","2D1.1",2021
"15187","3","2021","151","151","17","0","0","60","0","0","0","0","1","0","0","1","1","41","21","0","0","","2D1.1",2021
"15188","3","2021","92","168","1","0","0","120","0","0","1","0","1","0","0","3","1","27","8","0","2","19","2D1.1",2021
"15189","3","2021","15","27","0","0","0","0","0","0","NA","0","2","0","0","3","0","62","34","0","8","17 61","2B1.1",2021
"15190","3","2021","14","37","0","0","0","60","0","0","1","0","3","0","0","1","0","23","34","0","2","19 2 3 60 61 650 684","2S1.1",2021
"15191","10","2020","24","37","8","0","0","0","0","0","NA","0","1","0","0","3","0","37","37","1","3","48","2L1.2",2021
"15192","3","2021","60","60","8","0","0","60","0","0","0","0","1","0","0","1","1","37","8","0","0","","2D1.1",2021
"15193","3","2021","60","60","0","0","0","60","0","0","0","0","1","0","0","3","0","36","12","0","0","","2D1.2",2021
"15194","3","2021","0","0","0","0","0","0","0","0","NA","0","NA","0","0","NA","0","45","NA","NA","0","","2X5.2",2021
"15195","3","2021","84","110","13","0","0","0","0","0","NA","0","1","0","0","3","0","35","7","1","8","2","2L1.2",2021
"15196","3","2021","15","15","2","0","0","0","0","0","NA","0","1","-2","0","3","0","31","6","1","0","","2L1.1",2021
"15197","3","2021","30","24","18","0","0","0","0","0","NA","0","1","0","0","3","0","58","6","1","0","","2L1.2",2021
"15198","3","2021","90","168","0","0","1","60","0","0","0","0","4","0","0","3","0","33","37","1","8","2 3 4 53 61 1200 652","2D1.1",2021
"15199","3","2021","60","97","2","0","1","60","0","0","0","0","2","0","0","6","1","34","34","0","2","19 2 3 4 15 16 61 64 676 1200 673 686","2D1.1",2021
"15200","3","2021","60","97","0","0","0","60","0","0","NA","0","2","0","0","1","0","48","16","0","8","60 61","2G2.2",2021
"15201","3","2021","12.03","15","3","0","0","0","0","0","NA","0","1","0","0","3","0","28","3","1","5","703","2L1.2",2021
"15202","10","2020","8.38","21","3","0","0","0","0","0","NA","0","1","0","0","3","0","32","10","1","8","2 3 61 673 876","2L1.2",2021
"15203","3","2021","28","24","8","0","0","0","0","0","NA","0","1","0","0","3","0","39","10","1","0","","2L1.2",2021
"15204","3","2021","15","21","12","0","0","0","0","0","NA","0","1","0","0","3","0","35","8","1","7","500","2L1.2",2021
"15205","3","2021","51","63","2","0","0","120","0","0","2","0","1","-2","0","3","0","20","21","0","8","875","2D1.1",2021
"15206","3","2021","0","0","0","0","0","0","0","0","NA","0","NA","0","0","NA","0","50","NA","NA","0","","2X5.2",2021
"15207","3","2021","19.07","24","9","0","0","0","0","0","NA","0","1","0","0","3","0","44","10","1","3","48","2L1.2",2021
"15208","3","2021","0","0","0","0","0","0","0","0","NA","0","3","0","0","3","1","42","23","0","0","","2B1.1",2021
"15209","3","2021","12","12","10","0","0","0","0","0","NA","0","1","0","0","2","0","22","32","0","0","","2P1.1",2021
"15210","3","2021","60","70","11","0","0","0","0","0","0","0","1","0","0","2","0","35","21","0","8","2 3 4 1206 15 16 17 18 61 673 741 831","2D1.1",2021
"15211","3","2021","5.78","0","1","0","0","0","0","0","NA","0","1","0","0","3","1","40","8","1","0","","2L1.2",2021
"15212","3","2021","0.16","0","4","0","0","0","0","0","NA","0","1","0","0","2","0","39","21","0","0","","2K2.1",2021
"15213","10","2020","12.03","12","12","0","0","0","0","0","NA","0","1","0","0","2","0","34","9","0","0","48","2L1.1",2021
"15214","3","2021","21","21","3","0","0","0","0","0","NA","0","1","0","0","3","0","48","12","1","0","","2L1.2",2021
"15215","3","2021","36","33","11","0","0","24","0","0","NA","0","1","0","0","3","0","39","12","1","0","","2L2.2",2021
"15216","3","2021","168","168","3","0","0","120","0","0","0","1","1","0","0","2","0","34","37","0","0","","2D1.1",2021
"15217","3","2021","57","63","7","0","0","0","0","0","NA","0","1","0","0","2","0","29","12","0","8","2 3 4 1206 1211 30 60 61 64 826 831","2K2.1",2021
"15218","3","2021","40","51","15","0","0","0","0","0","NA","0","1","0","0","2","0","42","10","0","7","2 3 4 1211 64 673 730 831","2K2.1",2021
"15219","3","2021","12","8","9","0","0","0","0","0","NA","0","1","0","0","2","0","32","12","0","0","","2P1.1",2021
"15220","3","2021","60","63","3","0","0","0","0","0","0","0","1","0","0","2","1","49","34","0","7","2 60 61 650 712","2D1.1",2021
"15221","3","2021","151","262","0","0","1","120","0","0","0","0","1","0","0","3","0","33","6","1","2","19","2D1.1",2021
"15222","3","2021","12.03","8","2","0","0","0","0","0","NA","0","1","0","0","3","0","34","5","1","0","","2L1.2",2021
"15223","3","2021","27","27","0","0","0","0","0","0","NA","0","1","0","0","3","0","26","8","1","0","48","2L1.1",2021
"15224","10","2020","148","121","0","0","1","60","0","0","0","0","1","0","3","2","0","23","9","0","0","","2D1.1",2021
"15225","10","2020","15","15","4","0","0","0","0","0","NA","0","1","0","0","3","0","39","11","0","0","","2K2.1",2021
"15226","3","2021","120","168","0","0","0","120","0","0","1","0","1","0","0","3","0","24","7","1","8","2 3 1206 673","2D1.1",2021
"15227","3","2021","240","240","6","0","0","60","0","0","NA","0","1","0","0","1","0","39","9","0","0","","2G2.2",2021
"15228","3","2021","0","10","0","0","0","0","0","0","NA","0","2","0","0","1","0","44","24","0","2","19","2B1.1",2021
"15229","3","2021","46","168","0","0","1","120","0","0","1","0","1","0","0","6","1","46","34","0","7","1211 16 44 55 61 65 668 1202 777 826","2D1.1",2021
"15230","3","2021","87","87","5","0","1","60","0","0","0","0","1","-2","0","3","0","39","12","0","0","","2D1.1",2021
"15231","3","2021","0","0","0","0","0","0","0","0","NA","0","NA","0","0","NA","0","22","NA","NA","0","","2X5.2",2021
"15232","3","2021","24","57","6","0","0","0","0","0","0","0","1","0","0","1","0","26","12","0","8","1209","2D1.1",2021
"15233","3","2021","60","NA","12","1","NA","60","NA","NA","NA","0","1","NA","NA","3","0","27","34","0","0","","NA",2021
"15234","3","2021","72","87","0","0","0","0","0","0","NA","0","2","0","0","2","0","23","12","0","8","2 3 1206 11 61 1200","2K2.1",2021
"15235","3","2021","4","0","0","0","0","0","0","0","NA","0","1","0","0","NA","0","48","4","1","0","","2L1.2",2021
