"","SENTMON","SENTYR","SENSPLT0","GLMIN","TOTCHPTS","IS924C","WEAPSOC","STATMIN","CAROFFAP","ACCAP","SAFE","NEWCNVTN","PRESENT","MITROLHI","AGGROLHI","NEWRACE","MONSEX","AGE","EDUCATN","NEWCIT","SENTRNGE","reason","GDLINEHI","opafy"
"29","12","2019","107","111","2","1","0","84","0","0","NA","0","1","0","0","NA","0","21","34","0","8","11 1213 61","2B3.1",2020
"30","11","2019","24","30","2","0","0","0","0","0","NA","0","2","0","0","1","0","50","9","0","8","1211 14 61","2K2.1",2020
"31","11","2019","6","1","2","0","0","0","0","0","NA","0","1","0","0","3","0","25","9","1","0","","2L1.2",2020
"32","11","2019","41","57","8","0","0","0","0","0","NA","0","2","0","0","2","0","26","12","0","8","11 16 60 61 113 673 685 686 703","2K2.1",2020
"33","11","2019","39","57","2","0","0","0","0","0","0","0","1","0","0","1","0","57","34","0","8","2 17 60 61 650 875","2D1.1",2020
"34","11","2019","3.03","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","30","9","1","0","","2L1.2",2020
"35","11","2019","2.96","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","27","5","1","0","","2L1.2",2020
"36","11","2019","10","15","3","0","0","0","0","0","NA","0","1","0","0","3","0","46","4","1","5","17 703","2L1.2",2020
"37","10","2019","0.03","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","3","0","55","NA","1","0","","NA",2020
"38","11","2019","60","70","0","0","0","120","0","0","1","0","1","0","0","3","0","25","8","0","8","2 3 11 1200 61 1200 673 1209","2D1.1",2020
"39","11","2019","1.28","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","18","NA","1","0","","2L2.2",2020
"40","11","2019","60","57","6","0","0","0","0","0","NA","0","1","0","0","2","0","24","21","0","0","","2K2.1",2020
"41","11","2019","228","598","11","1","NA","336","1","0","NA","0","1","NA","NA","2","0","34","16","0","2","19","NA",2020
"42","11","2019","10","10","5","0","0","0","0","0","NA","0","1","0","0","3","0","33","2","1","0","","2L1.2",2020
"43","11","2019","180","210","6","0","0","120","0","0","0","0","1","0","0","1","0","32","12","0","8","2 1206 1211 15 17 61 64","2D1.1",2020
"44","11","2019","38","41","9","0","0","0","0","0","NA","0","1","0","0","2","0","30","21","0","8","2 3 60 61 650","2L1.1",2020
"45","11","2019","36","51","5","0","0","0","0","0","0","0","1","0","0","2","0","61","12","0","7","2 3 11 1200 61 313 875","2D1.1",2020
"46","11","2019","60","NA","4","1","NA","60","NA","NA","NA","0","1","NA","NA","2","0","26","21","0","0","","NA",2020
"47","11","2019","0","0","0","0","0","0","0","0","NA","0","3","0","0","1","0","70","24","0","0","","2B1.1",2020
"48","10","2019","240","121","5","0","0","120","0","0","NA","1","1","0","0","1","0","65","23","0","6","2 3 4 44 61","2G1.3",2020
"49","12","2019","120","151","8","0","1","0","0","0","0","0","NA","0","0","2","0","43","10","0","7","500","2A1.5",2020
"50","11","2019","18","6","0","0","0","0","0","0","NA","0","2","0","0","6","0","27","23","0","6","2 3 4 1206 60 66 673 686 777","2D2.2",2020
"51","11","2019","5","18","4","0","0","0","0","0","NA","0","3","0","0","2","0","45","32","0","7","2 16 17 1200 61 313 1200","2K2.1",2020
"52","11","2019","4.6","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","31","6","1","0","","2L1.2",2020
"53","11","2019","30","33","14","0","0","0","0","0","NA","0","1","0","0","3","0","29","6","1","5","1200 1200","2L1.1",2020
"54","11","2019","60","NA","3","1","NA","60","NA","NA","NA","0","1","NA","NA","2","0","22","34","0","0","","NA",2020
"55","11","2019","6","12","3","0","0","0","0","0","NA","0","1","0","0","3","0","31","12","1","3","48 1200 1212","2L1.2",2020
"56","11","2019","6","24","0","0","0","0","0","0","NA","0","2","0","0","1","0","55","24","0","8","670 677","2T1.1",2020
"57","11","2019","48","46","10","0","0","0","0","0","NA","0","3","0","0","2","0","27","21","0","0","","2K2.1",2020
"58","11","2019","57","57","9","0","0","0","0","0","NA","0","1","0","0","2","0","45","32","0","0","","2K2.1",2020
"59","10","2019","0.03","15","0","0","0","0","0","0","NA","0","1","0","0","1","0","45","22","0","0","","2G3.1",2020
"60","11","2019","6","21","0","0","0","0","0","0","NA","0","2","0","0","1","0","48","16","0","8","2 11 12 16 17 1200 44 60 61 650 1200 692 699 846","2B1.1",2020
"61","12","2019","210","210","2","0","0","0","0","0","0","0","4","0","0","1","0","67","10","0","0","","2D1.1",2020
"62","11","2019","36","48","0","0","0","0","0","0","1","0","3","0","0","1","0","35","34","0","8","2 3 4 60 61","2D1.1",2020
"63","11","2019","0","0","0","0","0","0","0","0","NA","0","2","0","0","2","1","23","34","0","0","","2D2.1",2020
"64","11","2019","60","108","6","0","0","60","0","0","0","0","1","0","0","3","0","39","0","1","8","2 4 64","2D1.1",2020
"65","11","2019","60","NA","3","1","NA","60","0","0","NA","0","1","NA","NA","2","0","33","9","0","0","","NA",2020
"66","11","2019","15","15","3","0","0","0","0","0","NA","0","1","0","0","3","0","20","10","0","0","","2L1.1",2020
"67","11","2019","0","0","0","0","0","0","0","0","NA","0","2","0","0","2","0","40","16","0","0","","2C1.3",2020
"68","11","2019","13.03","37","8","0","0","0","0","0","NA","0","1","0","0","3","0","33","6","1","3","48 17 61","2L1.2",2020
"69","12","2019","36","77","30","0","0","0","0","0","NA","0","1","0","0","3","0","46","8","0","7","2 3 4 1206 60 61 62 63 64 1205","2K2.1",2020
"70","10","2019","30","46","0","0","0","120","0","0","1","0","1","-3","0","3","0","50","12","1","7","2 3 4 1206 11 15 16 17 18 1213 62 64 676 826 830 857 862","2D1.1",2020
"71","11","2019","184","184","19","1","1","84","0","0","NA","0","1","0","0","2","0","49","0","0","0","","2B3.1",2020
"72","11","2019","12.03","12","0","0","0","0","0","0","NA","0","1","0","0","3","0","39","7","1","0","","2L1.1",2020
"73","11","2019","12.03","10","0","0","0","60","0","0","1","0","1","0","0","3","0","32","9","1","0","","2D1.1",2020
"74","11","2019","3.12","6","4","0","0","0","0","0","NA","0","1","0","0","3","0","46","9","1","3","48","2L1.2",2020
"75","11","2019","10","15","7","0","NA","0","NA","NA","NA","0","NA","NA","NA","3","0","33","NA","1","4","703","NA",2020
"76","11","2019","30","37","9","0","0","0","0","0","NA","0","1","0","0","3","0","35","8","1","3","48","2L1.2",2020
"77","11","2019","0.03","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","39","NA","1","0","","2L1.2",2020
"78","11","2019","0.03","1","3","0","0","0","0","0","NA","0","1","0","0","3","0","30","NA","1","3","48","2L1.2",2020
"79","11","2019","115","292","1","0","1","120","0","0","0","0","1","0","3","6","1","37","21","0","8","2 3 61 1200 668 692 828 831","2D1.1",2020
"80","11","2019","26","24","5","0","0","0","0","0","NA","0","1","0","0","3","0","27","6","1","0","","2L1.2",2020
"81","10","2019","65","70","9","0","0","0","0","0","0","0","1","0","0","1","0","34","34","0","4","500","2D1.1",2020
"82","11","2019","15","15","6","0","0","0","0","0","NA","0","1","0","0","2","0","24","21","0","0","","2K2.1",2020
"83","12","2019","0.03","135","1","0","0","120","0","0","1","0","2","0","0","2","0","39","23","0","8","2 3 4 16 61 686","2D1.1",2020
"84","11","2019","2","6","4","0","0","0","0","0","NA","0","1","0","0","3","0","31","6","1","3","48","2L1.2",2020
"85","12","2019","120","100","12","0","0","0","0","0","NA","0","1","0","0","2","0","55","10","0","0","","2K2.1",2020
"86","11","2019","0","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","26","NA","1","0","","2L1.2",2020
"87","11","2019","240","360","5","0","0","120","0","0","0","0","1","0","4","6","0","45","21","1","8","2 3 60 703 777","2D1.1",2020
"88","11","2019","72","111","7","1","0","60","0","0","NA","1","2","0","0","2","0","30","34","0","7","1206 1200 777 831","2K2.1",2020
"89","11","2019","0.03","15","0","0","0","0","0","0","0","0","3","-3","0","6","1","26","12","0","2","19 2 3 15 16 60 61 676 650 673 686 831","2D1.1",2020
"90","11","2019","12.03","18","1","0","0","0","0","0","NA","0","2","0","0","1","0","25","8","0","8","2 3 4 11 17 61 1200 673 685","2L1.1",2020
"91","11","2019","24","51","3","0","0","60","0","0","2","0","2","0","0","2","0","45","10","0","8","2 3 875","2D1.1",2020
"92","10","2019","39","57","7","0","0","0","0","0","NA","0","1","0","0","3","0","39","9","1","4","828 2 3 4 1206 60 61","2L1.2",2020
"93","11","2019","114","114","5","1","0","84","0","0","NA","0","1","0","0","2","0","28","21","0","0","","2B3.1",2020
"94","11","2019","1.49","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","2","0","59","NA","0","NA","","NA",2020
"95","11","2019","36","46","6","0","0","60","0","0","2","0","1","0","0","3","1","30","12","0","8","2 3 60 61","2D1.1",2020
"96","11","2019","6","0","0","0","0","0","0","0","NA","0","3","0","0","1","0","56","16","0","0","1202 703","2B1.1",2020
"97","11","2019","180","97","0","0","0","0","0","0","NA","0","1","0","0","1","1","24","12","0","6","2 3 4 60 64 500 650","2A1.5",2020
"98","12","2019","48","108","1","0","0","0","0","0","1","0","1","0","0","1","1","23","32","0","2","19","2D1.1",2020
"99","11","2019","34","30","4","0","0","0","0","0","NA","0","1","0","0","2","0","20","32","0","0","","2K2.1",2020
"100","11","2019","7","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","42","6","1","6","2 61","2X5.2",2020
"101","11","2019","48","140","10","0","1","0","0","0","0","0","2","0","4","1","0","40","12","0","8","1211 15 1200 61 65 676 1200 1202 777 865 1211","2D1.1",2020
"102","11","2019","2.96","4","3","0","0","0","0","0","NA","0","1","0","0","3","0","37","6","1","3","48","2L1.2",2020
"103","10","2019","10","15","3","0","0","0","0","0","NA","0","1","0","0","3","0","22","8","1","3","48","2L1.2",2020
"104","11","2019","13.49","15","8","0","0","0","0","0","NA","0","1","0","0","3","0","62","NA","1","8","1205","2L1.2",2020
"105","11","2019","96","130","21","0","0","0","0","0","0","0","1","0","0","2","0","37","12","0","8","1211 15 60 61 650 668 847","2D1.1",2020
"106","11","2019","7","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","31","6","1","6","2 60","2B1.1",2020
"107","11","2019","9","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","46","2","1","6","2 3 61","2L1.2",2020
"108","11","2019","84","262","26","1","0","60","1","0","0","0","1","0","0","3","0","36","9","0","7","2 3 4 1206 60 61 62 63 64 1200","2D1.1",2020
"109","11","2019","4.49","12","0","0","0","0","0","0","NA","1","1","0","0","3","1","39","NA","1","8","61 66 1205","2A2.4",2020
"110","11","2019","0.03","15","5","0","0","0","0","0","0","0","1","0","0","2","0","47","34","0","8","60 61 676 673","2D1.1",2020
"111","11","2019","9.07","10","4","0","0","0","0","0","NA","0","1","0","0","3","0","26","10","1","8","1205","2L1.2",2020
"112","11","2019","24","33","13","0","0","0","0","0","NA","0","1","0","0","3","0","46","21","1","7","1206 61 673 740","2L1.2",2020
"113","11","2019","18","78","0","0","0","0","0","0","NA","0","3","0","0","1","0","48","34","0","8","2 3 4 1206 7 60 61 62 63 64 676 673 831","2G2.2",2020
"114","10","2019","105","101","3","1","0","60","0","0","NA","0","1","0","0","2","0","34","9","0","0","","2K2.1",2020
"115","10","2019","1.59","0","1","0","0","0","0","0","NA","0","1","0","0","3","0","23","NA","1","0","","2L1.2",2020
"116","11","2019","31","46","0","0","0","60","0","0","1","0","3","0","0","1","0","34","23","0","7","2 3 4 1206 60 61 62 63 64","2S1.1",2020
"117","11","2019","1.15","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","43","NA","1","0","","2L1.2",2020
"118","11","2019","24","24","0","0","0","0","0","0","NA","0","1","0","0","1","0","44","34","0","0","","2K2.1",2020
"119","11","2019","24","12","13","0","0","0","0","0","NA","0","1","0","0","3","0","28","11","0","1","500 15","2B1.1",2020
"120","11","2019","92","92","17","0","0","0","0","0","NA","0","1","0","0","2","0","29","12","0","0","","2K2.1",2020
"121","11","2019","9","10","0","0","0","0","0","0","NA","0","1","0","0","1","0","25","34","0","8","2 4 1211 60 61 64","2A6.1",2020
"122","11","2019","2.07","0","NA","0","NA","NA","NA","NA","NA","0","1","NA","NA","3","0","23","NA","1","0","","NA",2020
"123","11","2019","7.13","10","4","0","0","0","0","0","NA","0","1","0","0","3","0","47","9","1","7","500","2L1.2",2020
"124","11","2019","120","121","3","0","1","120","0","0","0","0","1","0","0","2","0","45","34","0","8","15 17 18 1200 61 1200 697 826 831","2D1.1",2020
"125","11","2019","27","24","5","0","0","0","0","0","NA","0","1","0","0","3","0","48","11","0","0","","2L1.1",2020
"126","10","2019","6","8","2","0","0","0","0","0","NA","0","1","0","0","3","0","48","10","1","8","2 3 4 1206 60 61","2L1.2",2020
"127","11","2019","84","240","0","0","0","60","0","0","NA","0","1","0","0","1","0","60","12","0","7","2 3 4 60 61 500","2G2.2",2020
"128","11","2019","31","51","1","0","0","0","0","0","NA","0","2","0","0","1","0","35","34","0","2","19","2B1.1",2020
"129","11","2019","9","15","11","0","0","0","0","0","NA","0","1","0","0","3","0","35","9","1","3","48","2L1.2",2020
"130","11","2019","12","18","0","0","0","0","0","0","NA","0","1","0","0","3","0","19","12","0","8","11 1200 61 1200","2L1.1",2020
"131","11","2019","18","24","4","0","0","0","0","0","NA","0","1","0","0","3","0","24","10","0","8","61","2L1.1",2020
"132","11","2019","180","210","17","0","0","120","0","0","0","0","2","0","2","2","0","33","21","0","8","2 3 4 11 1200 60 61 62 1200 650 826","2D1.2",2020
"133","11","2019","0.03","10","1","0","0","0","0","0","NA","0","3","0","0","1","0","53","23","0","4","500 14 16 61 209 1200 500 668 685 1203 692 826 831","2K2.1",2020
"134","11","2019","24","24","4","0","0","0","0","0","NA","0","1","0","0","3","1","26","12","0","0","","2L1.1",2020
"135","11","2019","24","33","14","0","0","0","0","0","NA","0","1","0","0","1","0","45","21","0","8","17 61","2A3.5",2020
"136","12","2019","41","41","3","0","0","0","0","0","NA","0","2","0","0","2","0","31","16","0","0","","2T1.4",2020
"137","10","2019","8","18","5","0","0","0","0","0","NA","0","1","0","0","3","0","41","6","1","3","48","2L1.2",2020
"138","11","2019","0","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","46","5","1","0","","2B1.1",2020
"139","12","2019","70","135","6","0","0","120","0","0","0","0","1","0","0","1","1","37","21","0","2","19 865","2D1.1",2020
"140","11","2019","60","NA","1","1","NA","60","0","0","NA","0","1","NA","NA","3","0","40","34","0","0","","NA",2020
"141","11","2019","144","135","0","0","0","120","0","0","1","0","1","0","0","3","0","40","16","1","0","","2D1.1",2020
"142","11","2019","0.03","8","2","0","NA","0","NA","NA","NA","0","1","NA","NA","3","0","44","NA","1","0","","NA",2020
"143","11","2019","12","8","3","0","0","0","0","0","NA","0","1","0","0","1","0","36","21","1","0","","2L2.1",2020
"144","11","2019","60","60","0","0","1","60","0","0","0","0","1","0","0","3","0","27","32","1","0","","2D1.1",2020
"145","10","2019","0","0","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","2","0","54","NA","0","0","","NA",2020
"146","10","2019","24","21","3","0","0","0","0","0","NA","0","1","0","0","2","0","23","34","0","0","","2K2.1",2020
"147","11","2019","24","57","0","0","0","120","0","0","1","0","3","0","0","1","1","50","21","0","8","2 3 4 1206 1211 15 1209 55 60 61 63 64 676 650 686","2D1.1",2020
"148","10","2019","8.02","12","4","0","0","0","0","0","NA","0","1","0","0","3","1","23","11","1","2","19","2L1.1",2020
"149","11","2019","46","46","11","0","0","0","0","0","NA","0","1","0","0","3","0","27","12","1","0","","2L1.2",2020
"150","11","2019","0","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","1","1","26","NA","0","0","","NA",2020
"151","11","2019","150","188","12","0","0","0","1","0","0","0","1","0","0","2","0","35","21","0","8","1206 16 17 60 61 826","2D1.1",2020
"152","11","2019","18","70","1","0","0","0","0","0","NA","0","1","0","0","3","0","50","21","1","2","19 2 3 4 1206 60 61 676 831","2S1.1",2020
"153","12","2019","30","30","5","0","0","0","0","0","NA","0","1","0","0","2","0","21","12","0","0","","2K2.1",2020
"154","11","2019","156","188","6","0","0","0","0","0","NA","0","1","0","0","2","0","36","34","0","8","2 3 61","2K2.1",2020
"155","12","2019","2.27","0","1","0","0","0","0","0","NA","0","1","0","0","NA","0","50","NA","1","0","48","2L1.2",2020
"156","12","2019","204","190","24","1","0","180","0","0","0","0","1","0","0","1","0","35","21","0","0","","2D1.1",2020
"157","12","2019","0.26","0","1","0","0","0","0","0","NA","0","1","0","0","3","0","26","6","1","0","","2L1.2",2020
"158","12","2019","3.92","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","40","12","1","0","","2L1.2",2020
"159","10","2019","10","10","0","0","0","0","0","0","NA","0","2","0","0","3","0","25","12","0","0","","2L1.1",2020
"160","11","2019","1.97","24","1","0","0","0","0","0","NA","0","2","0","0","1","0","32","16","0","7","1206","2B1.1",2020
"161","11","2019","180","720","0","0","0","180","0","0","NA","0","1","0","0","3","0","34","24","0","7","2 3 4 1206 60 61 62 63 64 676 673","2G2.1",2020
"162","11","2019","12","18","0","0","0","0","0","0","NA","0","2","0","0","3","1","20","9","0","8","17 61","2L1.1",2020
"163","11","2019","30","37","11","0","0","0","0","0","NA","0","1","0","0","3","0","40","21","0","8","15 61","2L1.1",2020
"164","10","2019","0","0","0","0","0","0","0","0","NA","0","3","0","0","3","1","41","5","1","0","","2L2.2",2020
"165","11","2019","14.53","60","0","0","0","0","0","0","NA","0","1","-4","0","1","1","22","21","0","2","19","2G1.3",2020
"166","11","2019","24","21","3","0","0","0","0","0","NA","0","1","0","0","2","0","20","9","0","0","","2K2.1",2020
"167","11","2019","110","110","12","0","0","0","0","0","NA","0","1","0","0","1","0","37","9","0","0","","2A2.1",2020
"168","11","2019","51","51","3","0","0","0","0","0","NA","0","1","0","0","2","0","26","32","0","0","","2K2.1",2020
"169","11","2019","10","10","4","0","0","0","0","0","NA","0","1","0","0","3","0","25","12","0","0","","2L1.1",2020
"170","10","2019","6","10","5","0","0","0","0","0","NA","0","1","0","0","3","0","25","8","1","3","48","2L1.2",2020
"171","11","2019","48","57","6","0","0","72","0","0","2","0","2","0","0","2","0","45","12","0","7","115 875","2D1.1",2020
"172","11","2019","15","21","0","0","0","0","0","0","NA","0","1","0","0","3","0","41","8","1","8","1200 61 1200","2L1.1",2020
"173","11","2019","4","15","13","0","0","0","0","0","NA","0","1","0","0","3","0","42","22","0","7","2 3 4 1206 60 61 64 703","2P1.1",2020
"174","11","2019","91","41","6","0","1","0","0","0","NA","0","1","0","0","2","0","51","32","0","1","1200 1200 2 3 4 60 61 1200","2B3.1",2020
"175","11","2019","60","30","6","0","0","0","0","0","NA","0","1","0","0","2","0","32","21","0","6","2 3 1211 14 1200 60 61 63 64 1200 686","2K2.1",2020
"176","11","2019","18","12","0","0","0","0","0","0","NA","0","1","0","0","2","0","62","24","1","0","","2B1.1",2020
"177","11","2019","0.03","10","0","0","0","0","0","0","NA","0","1","0","0","1","0","47","8","1","0","","2B1.1",2020
"178","12","2019","15","15","6","0","0","0","0","0","NA","0","2","0","0","2","0","43","21","0","0","","2K2.1",2020
"179","11","2019","30","24","11","0","0","0","0","0","NA","0","1","0","0","3","0","31","24","0","0","","2B5.1",2020
"180","12","2019","0.03","0","NA","0","NA","0","NA","NA","NA","0","1","NA","NA","NA","0","39","NA","1","0","","NA",2020
"181","10","2019","1.87","0","1","0","0","0","0","0","NA","0","1","0","0","3","0","19","6","1","0","","2L1.2",2020
"182","11","2019","10","15","2","0","0","0","0","0","NA","0","1","0","0","1","1","33","34","0","5","47","2K2.1",2020
"183","11","2019","470","9996","3","0","0","120","0","0","NA","1","1","0","4","2","0","27","12","0","0","","2G1.3",2020
"184","11","2019","1.38","0","1","0","0","0","0","0","NA","0","1","0","0","3","0","22","9","1","0","","2L1.2",2020
"185","12","2019","0","0","0","0","0","0","0","0","NA","0","2","0","0","6","0","23","11","0","0","","2D2.1",2020
"186","11","2019","180","180","6","0","0","180","0","1","NA","0","1","0","0","2","0","31","11","0","0","","2K2.1",2020
"187","12","2019","3.68","0","0","0","0","0","0","0","NA","0","1","0","0","NA","0","33","7","1","0","","2L1.2",2020
"188","11","2019","21","15","2","0","0","0","0","0","NA","0","1","0","0","3","0","23","11","0","0","","2L1.1",2020
"189","11","2019","1.08","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","31","8","1","0","","2L1.2",2020
"190","11","2019","60","120","10","0","0","120","0","0","0","0","1","0","0","1","0","52","34","0","2","19","2D1.1",2020
"191","12","2019","3.84","0","1","0","0","0","0","0","NA","0","1","0","0","NA","0","34","6","1","0","","2L1.2",2020
"192","10","2019","0.95","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","20","12","1","0","","2L1.2",2020
"193","11","2019","35","46","7","0","0","0","0","0","NA","0","1","0","0","2","0","28","32","0","2","19 3 4 1206 15 16 17 61 62 64 741 831","2K2.1",2020
"194","10","2019","8.11","0","0","0","0","0","0","0","NA","0","4","0","0","3","1","30","16","1","0","","2B1.1",2020
"195","11","2019","1.1","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","19","2","1","0","","2L1.2",2020
"196","11","2019","1.08","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","54","2","1","0","","2L1.2",2020
"197","11","2019","0","0","0","0","0","0","0","0","NA","0","2","0","0","6","1","30","34","0","0","","2X5.2",2020
"198","11","2019","12.03","21","0","0","0","0","0","0","NA","0","1","0","0","3","0","21","8","1","8","2 3 11 61 1200 685","2L1.1",2020
"199","12","2019","132","151","16","0","0","120","0","0","0","0","1","0","0","2","0","29","12","0","4","15 500","2D1.1",2020
"200","11","2019","103","151","14","0","0","0","1","0","NA","0","1","0","0","2","0","26","12","0","7","60 61 826 828","2K2.1",2020
"201","11","2019","1.13","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","26","NA","1","0","","2L1.2",2020
"202","11","2019","3","21","4","0","0","0","0","0","NA","0","2","0","0","2","0","49","12","0","7","1211 14 15 16 61 63 205 668 730 831","2B3.3",2020
"203","10","2019","0.95","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","41","6","1","0","","2L1.2",2020
"204","10","2019","156","108","0","0","1","0","0","0","0","0","1","-3","0","3","0","35","9","0","6","30 45 703","2D1.1",2020
"205","11","2019","27","27","0","0","0","0","0","0","NA","0","2","0","0","1","1","52","34","0","0","","2B1.1",2020
"206","11","2019","36","308","4","1","0","240","0","0","0","0","1","0","0","2","0","24","33","0","2","19","2A2.1",2020
"207","12","2019","179","183","4","1","0","120","0","0","NA","0","1","0","0","6","0","30","12","0","8","828","2A2.1",2020
"208","12","2019","60","60","9","0","0","60","0","0","0","0","1","0","0","1","0","31","7","0","0","","2D1.1",2020
"209","11","2019","168","9996","2","0","0","0","0","0","NA","1","1","0","0","3","0","70","12","1","8","2 3 11 14 60 61 66 668 703 777 831","2A4.1",2020
"210","11","2019","0.03","72","0","1","0","60","0","0","NA","0","1","0","0","2","1","21","12","0","2","19 2 3 4 1206 17 55 61 1206 777","2X3.1",2020
"211","11","2019","57","46","10","0","0","0","0","0","NA","0","1","0","0","6","0","27","0","0","0","","2K2.1",2020
"212","11","2019","0","0","0","0","0","0","0","0","NA","0","3","0","0","1","0","81","34","0","0","","2Q1.2",2020
"213","11","2019","37","37","0","0","0","0","0","0","NA","0","1","0","0","3","0","44","34","0","0","","2K2.1",2020
"214","10","2019","0.95","0","0","0","0","0","0","0","NA","0","1","0","0","3","0","33","4","1","0","","2L1.2",2020
"215","11","2019","9","10","0","0","0","0","0","0","NA","0","2","0","0","3","1","43","22","0","3","48 14 61","2L1.1",2020
"216","11","2019","3.81","15","3","0","0","0","0","0","NA","0","1","0","0","3","0","39","0","1","3","48","2L1.2",2020
"217","11","2019","18","24","6","0","0","0","0","0","NA","0","1","0","0","3","0","21","12","0","3","48","2L1.1",2020
"218","11","2019","21","24","6","0","0","0","0","0","NA","0","1","0","0","3","0","49","10","0","3","48","2L1.1",2020
"219","11","2019","97","78","0","0","0","60","0","0","NA","0","1","0","0","1","0","38","12","0","0","","2G2.2",2020
